id_client,genre,age,permis_conduire,code_regional,ancien_assure,age_vehicule,vehicule_endommage,prime_annuelle,canal_communication,anciennete,reponse_client
308429,male,60,1,26.0,0,> 2 ans,oui,28524.0,26.0,50,0
308430,male,45,1,28.0,0,1-2 an,oui,34981.0,26.0,205,0
308431,male,34,1,21.0,0,1-2 an,oui,21209.0,154.0,138,0
308432,femelle,47,1,27.0,0,1-2 an,oui,2630.0,157.0,77,0
308433,male,49,1,41.0,0,1-2 an,oui,27410.0,116.0,159,0
308434,femelle,24,1,45.0,1,< 1 an,no,25174.0,152.0,86,0
308435,male,35,1,28.0,1,1-2 an,no,28601.0,124.0,245,0
308436,femelle,62,1,37.0,0,1-2 an,oui,2630.0,124.0,245,0
308437,femelle,28,1,28.0,1,< 1 an,no,39224.0,151.0,277,0
308438,male,44,1,25.0,1,1-2 an,no,32337.0,26.0,165,0
308439,male,67,1,28.0,1,1-2 an,no,37671.0,26.0,115,0
308440,femelle,24,1,28.0,1,< 1 an,no,58989.0,152.0,239,0
308441,femelle,64,1,28.0,1,1-2 an,no,2630.0,124.0,50,0
308442,femelle,27,1,16.0,1,< 1 an,no,2630.0,152.0,104,0
308443,femelle,39,1,31.0,0,1-2 an,oui,2630.0,26.0,222,0
308444,male,48,1,29.0,0,1-2 an,oui,2630.0,156.0,180,1
308445,male,80,1,33.0,0,1-2 an,no,45081.0,124.0,207,0
308446,male,26,1,46.0,1,< 1 an,no,30320.0,152.0,275,0
308447,male,22,1,8.0,0,< 1 an,no,47167.0,152.0,123,0
308448,male,65,1,30.0,0,1-2 an,oui,2630.0,124.0,110,0
308449,male,49,1,28.0,1,1-2 an,no,44278.0,26.0,129,0
308450,male,23,1,29.0,1,< 1 an,no,28233.0,152.0,232,0
308451,femelle,51,1,29.0,1,1-2 an,no,41801.0,135.0,233,0
308452,male,23,1,8.0,1,< 1 an,no,29787.0,160.0,146,0
308453,femelle,31,1,32.0,0,< 1 an,no,36632.0,151.0,214,0
308454,femelle,38,1,28.0,0,1-2 an,oui,58816.0,124.0,79,1
308455,male,35,1,28.0,0,1-2 an,oui,41651.0,124.0,112,0
308456,femelle,33,1,30.0,0,1-2 an,oui,28792.0,156.0,42,0
308457,male,44,1,28.0,0,1-2 an,oui,40593.0,122.0,18,1
308458,femelle,44,1,28.0,1,1-2 an,oui,24293.0,26.0,115,0
308459,femelle,26,1,41.0,1,< 1 an,no,23967.0,152.0,183,0
308460,male,66,1,28.0,1,1-2 an,no,28755.0,124.0,187,0
308461,male,21,1,15.0,0,< 1 an,oui,31128.0,152.0,147,0
308462,male,22,1,47.0,0,< 1 an,oui,27558.0,160.0,66,0
308463,femelle,42,1,8.0,0,1-2 an,oui,35417.0,26.0,123,0
308464,femelle,72,1,28.0,0,1-2 an,oui,29065.0,26.0,229,0
308465,male,20,1,35.0,0,< 1 an,no,29577.0,160.0,277,0
308466,femelle,34,1,8.0,0,1-2 an,oui,45622.0,7.0,174,0
308467,femelle,22,1,36.0,1,< 1 an,no,31437.0,160.0,157,0
308468,male,49,1,30.0,1,1-2 an,no,2630.0,26.0,231,0
308469,male,41,1,28.0,0,1-2 an,oui,51144.0,124.0,193,0
308470,male,30,1,41.0,1,< 1 an,no,20451.0,152.0,65,0
308471,male,27,1,8.0,0,1-2 an,oui,2630.0,156.0,157,0
308472,femelle,22,1,29.0,0,< 1 an,oui,2630.0,152.0,140,0
308473,femelle,71,1,8.0,0,1-2 an,oui,24112.0,124.0,42,0
308474,male,24,1,28.0,0,< 1 an,oui,33677.0,26.0,84,1
308475,femelle,78,1,28.0,0,> 2 ans,oui,37450.0,26.0,197,0
308476,male,22,1,49.0,1,< 1 an,oui,26710.0,152.0,222,0
308477,femelle,25,1,41.0,0,< 1 an,oui,43939.0,26.0,30,0
308478,femelle,21,1,10.0,1,< 1 an,no,25066.0,160.0,143,0
308479,femelle,22,1,28.0,0,1-2 an,oui,47757.0,26.0,208,0
308480,male,21,1,46.0,1,< 1 an,no,30277.0,160.0,196,0
308481,femelle,21,1,47.0,0,< 1 an,oui,35350.0,152.0,221,0
308482,male,26,1,28.0,1,< 1 an,no,30467.0,152.0,157,0
308483,femelle,23,1,3.0,0,< 1 an,oui,32789.0,26.0,171,0
308484,femelle,23,1,3.0,1,< 1 an,no,32229.0,152.0,159,0
308485,femelle,79,1,28.0,0,1-2 an,oui,39466.0,124.0,241,0
308486,femelle,38,1,8.0,0,1-2 an,oui,2630.0,156.0,27,0
308487,femelle,24,1,3.0,1,< 1 an,no,36208.0,152.0,230,0
308488,male,44,1,28.0,1,1-2 an,no,44417.0,52.0,298,0
308489,femelle,47,1,47.0,0,1-2 an,oui,33176.0,124.0,127,0
308490,femelle,46,1,28.0,0,1-2 an,oui,36139.0,124.0,178,1
308491,male,25,1,23.0,1,1-2 an,no,2630.0,156.0,227,0
308492,femelle,22,1,37.0,0,< 1 an,oui,36815.0,152.0,274,1
308493,femelle,22,1,6.0,1,< 1 an,no,34296.0,152.0,218,0
308494,femelle,23,1,33.0,1,< 1 an,no,38369.0,152.0,132,0
308495,femelle,35,1,36.0,0,1-2 an,oui,42713.0,26.0,103,0
308496,femelle,32,1,27.0,1,< 1 an,no,2630.0,160.0,214,0
308497,male,67,1,28.0,0,1-2 an,oui,32557.0,26.0,256,0
308498,femelle,33,1,9.0,0,< 1 an,oui,2630.0,160.0,177,0
308499,femelle,26,1,50.0,0,< 1 an,no,2630.0,152.0,11,0
308500,femelle,37,1,28.0,0,1-2 an,oui,53745.0,124.0,95,0
308501,male,58,1,8.0,1,1-2 an,no,39690.0,124.0,239,0
308502,male,28,1,28.0,1,< 1 an,no,47607.0,152.0,112,0
308503,male,45,1,28.0,0,1-2 an,oui,40339.0,124.0,168,1
308504,femelle,43,1,28.0,0,1-2 an,oui,39836.0,124.0,183,0
308505,femelle,41,1,28.0,0,1-2 an,oui,48488.0,124.0,149,1
308506,femelle,23,1,11.0,1,< 1 an,no,22878.0,152.0,64,0
308507,femelle,48,1,47.0,1,1-2 an,no,29826.0,16.0,31,0
308508,femelle,52,1,35.0,1,1-2 an,no,41466.0,124.0,238,0
308509,male,36,1,46.0,0,1-2 an,oui,25244.0,124.0,18,1
308510,male,57,1,28.0,0,1-2 an,oui,42955.0,124.0,51,0
308511,femelle,69,1,28.0,0,1-2 an,oui,64814.0,24.0,83,0
308512,male,50,1,36.0,1,1-2 an,no,2630.0,26.0,66,0
308513,male,29,1,46.0,0,< 1 an,oui,31017.0,152.0,124,0
308514,male,37,1,28.0,1,1-2 an,oui,52784.0,124.0,175,0
308515,femelle,22,1,8.0,0,< 1 an,oui,71737.0,26.0,189,0
308516,femelle,75,1,28.0,0,> 2 ans,oui,66720.0,24.0,98,1
308517,femelle,53,1,20.0,0,1-2 an,oui,2630.0,154.0,132,0
308518,femelle,77,1,28.0,1,1-2 an,no,50119.0,26.0,202,0
308519,femelle,25,1,10.0,1,< 1 an,no,28474.0,26.0,153,0
308520,femelle,23,1,10.0,1,< 1 an,no,26261.0,152.0,74,0
308521,male,21,1,36.0,0,< 1 an,oui,46927.0,160.0,253,0
308522,male,48,1,3.0,0,1-2 an,oui,21624.0,154.0,176,0
308523,male,64,1,0.0,0,1-2 an,oui,2630.0,7.0,51,0
308524,male,22,1,50.0,0,< 1 an,oui,29425.0,152.0,51,0
308525,male,42,1,28.0,0,1-2 an,oui,52310.0,147.0,204,0
308526,male,54,1,8.0,0,1-2 an,oui,56331.0,124.0,236,0
308527,male,33,1,18.0,0,1-2 an,oui,2630.0,157.0,188,0
308528,male,39,1,8.0,0,1-2 an,no,2630.0,25.0,13,0
308529,male,27,1,8.0,1,< 1 an,no,25890.0,152.0,166,0
308530,male,51,1,4.0,1,1-2 an,no,2630.0,26.0,265,0
308531,male,72,1,48.0,0,1-2 an,oui,2630.0,26.0,26,0
308532,male,34,1,45.0,1,1-2 an,oui,25344.0,124.0,260,0
308533,femelle,27,1,26.0,1,< 1 an,no,29678.0,160.0,78,0
308534,male,24,1,29.0,0,< 1 an,oui,23796.0,124.0,195,0
308535,male,27,1,26.0,1,< 1 an,no,25269.0,152.0,268,0
308536,femelle,26,1,13.0,1,< 1 an,no,17080.0,152.0,54,0
308537,femelle,30,1,50.0,1,< 1 an,no,24968.0,152.0,192,0
308538,male,33,1,13.0,1,< 1 an,no,29581.0,152.0,169,0
308539,male,43,1,45.0,1,1-2 an,no,30605.0,124.0,271,0
308540,male,63,1,50.0,0,> 2 ans,oui,33494.0,26.0,283,0
308541,femelle,21,1,27.0,0,< 1 an,oui,55908.0,152.0,280,0
308542,femelle,23,1,27.0,1,< 1 an,no,34372.0,152.0,188,0
308543,male,39,1,4.0,1,1-2 an,no,31753.0,26.0,65,0
308544,male,52,1,34.0,0,> 2 ans,oui,2630.0,157.0,247,1
308545,male,50,1,28.0,1,1-2 an,no,24897.0,26.0,194,0
308546,male,50,1,8.0,1,1-2 an,oui,25833.0,124.0,12,0
308547,femelle,33,1,50.0,0,< 1 an,oui,41985.0,152.0,115,1
308548,femelle,29,1,46.0,1,< 1 an,no,27439.0,152.0,277,0
308549,femelle,24,1,14.0,1,< 1 an,no,36128.0,152.0,238,0
308550,male,61,1,8.0,1,1-2 an,no,31505.0,152.0,124,0
308551,femelle,54,1,40.0,1,1-2 an,no,26328.0,124.0,201,0
308552,male,48,1,28.0,0,1-2 an,no,30637.0,122.0,34,0
308553,male,24,1,31.0,0,< 1 an,oui,2630.0,152.0,248,0
308554,male,53,1,28.0,0,1-2 an,oui,28742.0,122.0,275,0
308555,femelle,29,1,32.0,0,< 1 an,no,24879.0,152.0,196,0
308556,male,25,1,37.0,0,< 1 an,no,33815.0,152.0,92,0
308557,femelle,23,1,28.0,1,< 1 an,no,51557.0,152.0,259,0
308558,femelle,62,1,50.0,1,1-2 an,no,26338.0,124.0,22,0
308559,male,48,1,8.0,0,1-2 an,oui,40615.0,124.0,166,1
308560,male,62,1,39.0,1,1-2 an,no,77328.0,124.0,187,0
308561,femelle,25,1,15.0,1,< 1 an,no,47206.0,152.0,15,0
308562,male,23,1,28.0,1,< 1 an,no,35994.0,152.0,140,0
308563,femelle,44,1,28.0,1,1-2 an,no,34404.0,26.0,13,0
308564,male,32,1,8.0,1,< 1 an,no,35768.0,160.0,262,0
308565,male,39,1,45.0,1,1-2 an,no,25458.0,152.0,153,0
308566,femelle,55,1,33.0,1,1-2 an,no,27546.0,26.0,236,0
308567,femelle,46,1,8.0,0,1-2 an,oui,38163.0,26.0,147,1
308568,male,62,1,30.0,0,1-2 an,oui,34499.0,124.0,186,1
308569,male,51,1,28.0,0,1-2 an,no,74011.0,124.0,133,0
308570,femelle,21,1,14.0,1,< 1 an,no,48226.0,152.0,186,0
308571,male,27,1,28.0,1,< 1 an,no,39824.0,152.0,239,0
308572,male,30,1,29.0,1,< 1 an,no,28114.0,152.0,37,0
308573,femelle,21,1,9.0,1,< 1 an,no,42981.0,152.0,51,0
308574,male,41,1,8.0,1,1-2 an,oui,86512.0,26.0,85,0
308575,male,54,1,6.0,0,> 2 ans,oui,35988.0,124.0,34,1
308576,femelle,22,1,46.0,1,< 1 an,no,57781.0,152.0,115,0
308577,male,22,1,33.0,1,< 1 an,no,32323.0,152.0,111,0
308578,femelle,69,1,33.0,0,1-2 an,oui,29793.0,26.0,87,0
308579,femelle,69,1,28.0,0,1-2 an,oui,71945.0,122.0,214,0
308580,male,25,1,28.0,1,< 1 an,no,42218.0,152.0,111,0
308581,male,21,1,36.0,0,< 1 an,no,28180.0,152.0,116,0
308582,femelle,24,1,8.0,1,< 1 an,no,49611.0,152.0,36,0
308583,femelle,25,1,28.0,0,< 1 an,oui,67286.0,152.0,266,0
308584,male,22,1,28.0,1,< 1 an,no,35066.0,160.0,159,0
308585,male,20,1,28.0,0,1-2 an,oui,2630.0,163.0,289,0
308586,femelle,50,1,28.0,0,1-2 an,oui,28887.0,124.0,125,0
308587,male,20,1,8.0,1,< 1 an,oui,33608.0,160.0,33,0
308588,male,51,1,28.0,0,1-2 an,oui,30923.0,26.0,280,0
308589,male,24,1,30.0,1,< 1 an,no,22274.0,152.0,217,0
308590,femelle,34,1,3.0,0,1-2 an,oui,31553.0,157.0,243,1
308591,femelle,27,1,36.0,1,< 1 an,no,30027.0,152.0,92,0
308592,male,40,1,21.0,0,1-2 an,oui,38475.0,124.0,157,0
308593,femelle,26,1,28.0,0,< 1 an,oui,2630.0,124.0,291,0
308594,male,47,1,28.0,0,1-2 an,oui,32255.0,26.0,254,0
308595,femelle,31,1,46.0,1,< 1 an,no,27965.0,160.0,255,0
308596,male,48,1,48.0,0,1-2 an,oui,2630.0,124.0,164,0
308597,femelle,24,1,8.0,1,< 1 an,no,32110.0,160.0,254,0
308598,male,42,1,8.0,0,1-2 an,no,38154.0,124.0,232,0
308599,femelle,22,1,23.0,1,< 1 an,no,23110.0,152.0,275,0
308600,male,22,1,14.0,1,< 1 an,no,20162.0,152.0,61,0
308601,male,24,1,15.0,1,< 1 an,no,34856.0,160.0,111,0
308602,femelle,33,1,27.0,0,1-2 an,oui,24959.0,154.0,158,0
308603,male,35,1,3.0,0,1-2 an,oui,29638.0,124.0,95,1
308604,femelle,23,1,45.0,0,< 1 an,no,29933.0,152.0,80,0
308605,male,23,1,50.0,0,< 1 an,oui,36488.0,152.0,150,0
308606,femelle,23,1,21.0,0,< 1 an,oui,28505.0,152.0,146,0
308607,male,25,1,41.0,1,< 1 an,no,21306.0,152.0,35,0
308608,male,50,1,10.0,0,1-2 an,oui,33526.0,124.0,28,1
308609,male,25,1,29.0,1,< 1 an,no,41085.0,152.0,270,0
308610,male,65,1,8.0,0,1-2 an,oui,39423.0,26.0,230,1
308611,male,38,1,28.0,0,1-2 an,oui,33427.0,61.0,147,0
308612,male,24,1,50.0,0,< 1 an,oui,2630.0,152.0,126,1
308613,male,36,1,30.0,1,1-2 an,no,2630.0,124.0,105,0
308614,femelle,47,1,46.0,0,1-2 an,oui,27881.0,124.0,271,0
308615,femelle,25,1,36.0,0,< 1 an,oui,28935.0,152.0,190,1
308616,femelle,40,1,28.0,0,1-2 an,oui,47360.0,26.0,66,0
308617,male,63,1,28.0,0,1-2 an,oui,76822.0,26.0,219,1
308618,male,53,1,28.0,1,1-2 an,no,65337.0,26.0,263,0
308619,male,53,1,41.0,0,1-2 an,oui,26701.0,26.0,265,0
308620,femelle,64,1,28.0,0,> 2 ans,oui,23226.0,26.0,72,0
308621,femelle,26,1,29.0,1,< 1 an,no,27646.0,152.0,232,0
308622,femelle,53,1,46.0,1,1-2 an,no,27516.0,124.0,113,0
308623,male,70,1,46.0,1,1-2 an,no,35515.0,124.0,106,0
308624,male,27,1,47.0,1,< 1 an,no,41144.0,152.0,218,0
308625,male,45,1,14.0,0,1-2 an,no,21780.0,124.0,134,0
308626,male,46,1,17.0,0,1-2 an,oui,2630.0,163.0,243,0
308627,male,43,1,28.0,0,1-2 an,oui,31658.0,26.0,253,1
308628,femelle,61,1,3.0,1,1-2 an,no,34355.0,26.0,80,0
308629,male,33,1,28.0,1,1-2 an,oui,2630.0,156.0,275,0
308630,femelle,64,1,12.0,0,1-2 an,oui,21017.0,26.0,298,1
308631,male,26,1,28.0,0,< 1 an,oui,2630.0,152.0,159,0
308632,femelle,46,1,19.0,0,1-2 an,oui,35239.0,154.0,34,1
308633,male,25,1,12.0,1,< 1 an,no,25418.0,152.0,230,0
308634,male,50,1,17.0,0,1-2 an,oui,56883.0,26.0,127,0
308635,male,25,1,35.0,1,< 1 an,no,36426.0,152.0,27,0
308636,male,63,1,33.0,0,1-2 an,oui,32268.0,124.0,135,0
308637,femelle,26,1,25.0,1,< 1 an,no,27530.0,152.0,101,0
308638,male,39,1,41.0,0,1-2 an,oui,27410.0,26.0,197,0
308639,femelle,22,1,8.0,1,< 1 an,no,73493.0,152.0,297,0
308640,femelle,24,1,11.0,1,< 1 an,no,30195.0,152.0,28,0
308641,male,25,1,36.0,0,< 1 an,oui,34920.0,152.0,250,0
308642,male,51,1,11.0,0,1-2 an,oui,29927.0,26.0,158,1
308643,male,22,1,30.0,1,< 1 an,no,31342.0,152.0,11,0
308644,male,43,1,46.0,0,1-2 an,oui,19146.0,25.0,250,1
308645,male,44,1,46.0,0,1-2 an,oui,32325.0,26.0,144,0
308646,femelle,51,1,8.0,0,1-2 an,oui,2630.0,160.0,128,0
308647,male,45,1,39.0,0,1-2 an,oui,34842.0,124.0,198,0
308648,femelle,58,1,28.0,0,1-2 an,oui,38214.0,124.0,235,0
308649,male,74,1,33.0,0,> 2 ans,oui,31141.0,26.0,38,0
308650,femelle,24,1,33.0,1,< 1 an,no,33178.0,152.0,127,0
308651,male,26,1,46.0,0,< 1 an,oui,22978.0,160.0,242,1
308652,male,20,1,32.0,0,< 1 an,oui,28075.0,160.0,137,0
308653,femelle,31,1,30.0,0,< 1 an,oui,26267.0,157.0,81,1
308654,male,51,1,11.0,1,1-2 an,no,2630.0,124.0,180,0
308655,male,27,1,28.0,0,1-2 an,oui,44315.0,124.0,256,0
308656,femelle,43,1,24.0,0,1-2 an,oui,27428.0,156.0,59,0
308657,male,44,1,28.0,1,1-2 an,no,37966.0,26.0,276,0
308658,femelle,23,1,8.0,1,< 1 an,no,37869.0,152.0,243,0
308659,male,64,1,37.0,0,1-2 an,oui,32129.0,128.0,43,0
308660,male,34,1,29.0,0,1-2 an,oui,2630.0,124.0,81,1
308661,femelle,23,1,41.0,1,< 1 an,no,33311.0,152.0,165,0
308662,femelle,21,1,10.0,1,< 1 an,no,40295.0,152.0,187,0
308663,femelle,35,1,8.0,0,1-2 an,oui,36828.0,124.0,115,1
308664,femelle,46,1,28.0,0,1-2 an,oui,65196.0,124.0,270,1
308665,femelle,25,1,2.0,1,< 1 an,no,25170.0,152.0,258,0
308666,male,21,1,13.0,1,< 1 an,no,22236.0,160.0,80,0
308667,femelle,22,1,49.0,0,< 1 an,oui,2630.0,160.0,139,0
308668,male,23,1,50.0,1,< 1 an,no,29606.0,152.0,229,0
308669,femelle,62,1,28.0,0,> 2 ans,oui,42063.0,122.0,37,1
308670,male,46,1,28.0,0,1-2 an,oui,36466.0,124.0,148,1
308671,male,56,1,8.0,0,1-2 an,oui,30383.0,26.0,221,0
308672,male,21,1,43.0,1,< 1 an,no,48731.0,160.0,85,0
308673,femelle,21,1,17.0,0,< 1 an,oui,42661.0,160.0,196,0
308674,male,25,1,40.0,1,< 1 an,no,35367.0,152.0,247,0
308675,femelle,24,1,15.0,0,< 1 an,oui,31502.0,26.0,192,0
308676,male,22,1,9.0,1,< 1 an,no,45880.0,152.0,285,0
308677,male,36,1,28.0,0,1-2 an,oui,29870.0,124.0,112,0
308678,femelle,48,1,28.0,0,1-2 an,oui,47347.0,122.0,200,0
308679,male,76,1,6.0,0,> 2 ans,oui,31480.0,26.0,20,0
308680,femelle,35,1,18.0,1,1-2 an,no,2630.0,131.0,203,0
308681,male,58,1,38.0,0,1-2 an,oui,40550.0,26.0,269,0
308682,male,23,1,21.0,1,< 1 an,no,32122.0,152.0,187,0
308683,male,20,1,39.0,0,< 1 an,oui,36663.0,160.0,24,0
308684,male,23,1,8.0,1,< 1 an,no,37610.0,152.0,22,0
308685,femelle,20,1,36.0,0,< 1 an,oui,28273.0,160.0,298,0
308686,male,32,1,15.0,1,< 1 an,no,26389.0,152.0,30,0
308687,femelle,81,1,28.0,0,1-2 an,oui,41595.0,26.0,253,0
308688,male,39,1,28.0,1,1-2 an,no,30455.0,124.0,76,0
308689,male,49,1,28.0,0,1-2 an,no,2630.0,26.0,171,0
308690,male,30,1,45.0,0,< 1 an,oui,36011.0,152.0,178,1
308691,femelle,31,1,28.0,0,< 1 an,oui,48947.0,124.0,230,0
308692,male,78,1,28.0,0,1-2 an,oui,44785.0,156.0,21,1
308693,male,25,1,28.0,1,< 1 an,no,31326.0,152.0,145,0
308694,femelle,24,1,9.0,0,< 1 an,oui,31215.0,152.0,226,0
308695,male,58,1,17.0,0,1-2 an,oui,33423.0,124.0,225,0
308696,femelle,43,1,21.0,1,1-2 an,no,2630.0,152.0,280,0
308697,femelle,27,1,33.0,1,< 1 an,no,36194.0,152.0,203,0
308698,femelle,57,1,0.0,0,> 2 ans,oui,2630.0,26.0,148,0
308699,femelle,73,1,28.0,0,1-2 an,oui,30881.0,124.0,192,0
308700,male,38,1,3.0,0,1-2 an,oui,21319.0,124.0,35,0
308701,femelle,64,1,28.0,0,1-2 an,oui,56440.0,125.0,222,0
308702,male,34,1,36.0,1,1-2 an,no,30590.0,152.0,111,0
308703,male,45,1,29.0,0,1-2 an,oui,32465.0,124.0,129,1
308704,femelle,21,1,47.0,0,< 1 an,no,26733.0,152.0,160,0
308705,male,20,1,15.0,1,< 1 an,no,36628.0,160.0,243,0
308706,male,35,1,28.0,1,1-2 an,no,43837.0,124.0,49,0
308707,femelle,24,1,6.0,1,< 1 an,no,27149.0,152.0,236,0
308708,femelle,23,1,41.0,1,< 1 an,no,38007.0,152.0,228,0
308709,femelle,23,1,8.0,1,< 1 an,no,40354.0,152.0,186,0
308710,male,30,1,28.0,0,1-2 an,oui,2630.0,26.0,146,0
308711,femelle,34,1,21.0,0,1-2 an,oui,29283.0,163.0,133,0
308712,male,26,1,6.0,1,< 1 an,no,21483.0,152.0,37,0
308713,femelle,41,1,28.0,1,1-2 an,no,22586.0,26.0,271,0
308714,male,41,1,28.0,0,1-2 an,oui,41040.0,156.0,282,0
308715,male,46,1,47.0,0,1-2 an,oui,2630.0,124.0,145,0
308716,male,47,1,28.0,0,1-2 an,oui,37338.0,26.0,220,0
308717,male,23,1,14.0,1,< 1 an,no,27533.0,152.0,23,0
308718,male,27,1,46.0,1,< 1 an,no,35229.0,152.0,267,0
308719,male,35,1,46.0,0,1-2 an,oui,26642.0,124.0,148,0
308720,femelle,26,1,28.0,1,< 1 an,no,31426.0,152.0,17,0
308721,femelle,22,1,11.0,1,< 1 an,no,34974.0,152.0,191,0
308722,femelle,41,1,41.0,0,1-2 an,oui,44647.0,124.0,211,0
308723,femelle,55,1,28.0,1,1-2 an,no,52585.0,26.0,17,0
308724,femelle,24,1,28.0,1,< 1 an,no,73402.0,152.0,236,0
308725,male,23,1,50.0,1,< 1 an,no,35449.0,152.0,299,0
308726,male,43,1,28.0,0,1-2 an,oui,66855.0,124.0,144,0
308727,male,28,1,3.0,1,< 1 an,no,35842.0,152.0,162,0
308728,male,63,1,20.0,0,1-2 an,oui,2630.0,124.0,50,1
308729,male,65,1,45.0,0,1-2 an,oui,2630.0,124.0,225,1
308730,femelle,28,1,29.0,1,< 1 an,no,34758.0,26.0,87,0
308731,femelle,21,1,50.0,0,< 1 an,oui,25644.0,160.0,48,0
308732,male,25,1,28.0,1,< 1 an,no,39274.0,152.0,155,0
308733,male,74,1,50.0,1,1-2 an,no,38967.0,26.0,174,0
308734,femelle,27,1,12.0,1,< 1 an,no,2630.0,152.0,210,0
308735,male,61,1,7.0,1,1-2 an,oui,45622.0,26.0,197,0
308736,male,20,1,8.0,1,< 1 an,no,24594.0,160.0,248,0
308737,femelle,23,1,27.0,1,< 1 an,no,29384.0,152.0,145,0
308738,male,21,1,27.0,1,< 1 an,no,30707.0,160.0,152,0
308739,male,35,1,36.0,0,1-2 an,oui,33160.0,124.0,198,0
308740,male,26,1,29.0,1,< 1 an,no,66938.0,152.0,292,0
308741,male,34,1,14.0,0,1-2 an,oui,25355.0,156.0,48,1
308742,femelle,48,1,8.0,0,1-2 an,oui,47996.0,26.0,259,0
308743,femelle,46,1,7.0,0,1-2 an,no,2630.0,124.0,261,0
308744,male,65,1,46.0,0,1-2 an,oui,32069.0,26.0,193,0
308745,femelle,21,1,28.0,0,< 1 an,oui,47733.0,156.0,269,0
308746,femelle,22,1,35.0,0,< 1 an,oui,41597.0,156.0,161,1
308747,femelle,55,1,28.0,0,1-2 an,oui,28235.0,26.0,53,1
308748,femelle,29,1,46.0,1,< 1 an,no,2630.0,152.0,151,0
308749,male,28,1,45.0,1,< 1 an,no,34084.0,152.0,268,0
308750,femelle,46,1,28.0,0,1-2 an,oui,29458.0,26.0,32,0
308751,male,21,1,33.0,1,< 1 an,no,31531.0,152.0,164,0
308752,femelle,55,1,45.0,1,1-2 an,no,41658.0,26.0,154,0
308753,male,50,1,37.0,0,> 2 ans,oui,28469.0,124.0,134,1
308754,femelle,50,1,20.0,1,1-2 an,no,2630.0,26.0,276,0
308755,femelle,37,1,30.0,0,1-2 an,oui,29307.0,26.0,220,0
308756,male,37,1,23.0,0,1-2 an,oui,2630.0,26.0,63,0
308757,male,40,1,28.0,0,1-2 an,oui,80606.0,124.0,281,1
308758,male,63,1,28.0,0,> 2 ans,oui,36944.0,26.0,82,0
308759,male,32,1,8.0,0,1-2 an,no,33172.0,7.0,73,0
308760,male,47,1,12.0,0,1-2 an,oui,40423.0,26.0,250,0
308761,femelle,24,1,30.0,1,< 1 an,no,28757.0,152.0,213,0
308762,male,41,1,28.0,0,1-2 an,oui,48137.0,154.0,93,1
308763,male,47,1,41.0,0,1-2 an,oui,26874.0,26.0,251,0
308764,male,42,1,28.0,0,1-2 an,oui,37915.0,26.0,75,1
308765,femelle,71,1,46.0,0,1-2 an,oui,2630.0,21.0,39,0
308766,male,39,1,50.0,1,1-2 an,no,39847.0,124.0,88,0
308767,femelle,54,1,28.0,0,1-2 an,oui,55341.0,26.0,24,0
308768,femelle,22,1,29.0,1,< 1 an,no,46809.0,152.0,222,0
308769,femelle,21,1,9.0,0,< 1 an,oui,27917.0,160.0,264,0
308770,femelle,29,1,34.0,1,< 1 an,no,40106.0,152.0,109,0
308771,male,44,1,28.0,0,> 2 ans,oui,37159.0,124.0,86,0
308772,male,45,1,28.0,0,1-2 an,oui,36377.0,26.0,112,0
308773,male,40,1,11.0,0,1-2 an,oui,27013.0,124.0,73,0
308774,male,23,1,8.0,1,< 1 an,no,37061.0,152.0,257,0
308775,male,72,1,46.0,0,1-2 an,no,44230.0,26.0,142,0
308776,femelle,79,1,3.0,1,1-2 an,no,2630.0,150.0,207,0
308777,male,66,1,28.0,0,1-2 an,oui,30906.0,122.0,51,0
308778,male,64,1,28.0,1,1-2 an,no,64424.0,26.0,170,0
308779,male,55,1,14.0,1,1-2 an,no,23157.0,124.0,262,0
308780,male,23,1,36.0,1,< 1 an,no,34840.0,152.0,68,0
308781,femelle,61,1,8.0,0,1-2 an,oui,44567.0,30.0,50,0
308782,male,67,1,28.0,0,1-2 an,oui,45404.0,154.0,45,0
308783,male,54,1,28.0,0,> 2 ans,oui,55249.0,26.0,94,1
308784,femelle,29,1,21.0,0,1-2 an,oui,26363.0,124.0,201,1
308785,femelle,24,1,11.0,1,< 1 an,no,29739.0,152.0,34,0
308786,femelle,24,1,12.0,1,< 1 an,no,20967.0,152.0,67,0
308787,male,21,1,15.0,0,< 1 an,oui,35852.0,160.0,140,0
308788,male,68,1,46.0,0,1-2 an,oui,29057.0,26.0,201,0
308789,male,35,1,6.0,1,1-2 an,no,30927.0,156.0,213,0
308790,male,65,1,8.0,0,1-2 an,oui,51760.0,124.0,177,0
308791,femelle,37,1,28.0,1,1-2 an,no,34816.0,128.0,243,0
308792,femelle,70,1,8.0,0,1-2 an,no,2630.0,152.0,223,0
308793,male,21,1,8.0,0,< 1 an,oui,58534.0,152.0,76,1
308794,femelle,24,1,8.0,0,< 1 an,oui,44999.0,152.0,89,0
308795,male,30,1,28.0,0,1-2 an,oui,36944.0,124.0,122,1
308796,male,26,1,9.0,0,< 1 an,oui,34473.0,152.0,159,0
308797,male,28,1,36.0,1,< 1 an,no,30927.0,152.0,295,0
308798,femelle,23,1,12.0,1,< 1 an,no,25537.0,152.0,284,0
308799,male,46,1,28.0,0,1-2 an,oui,40995.0,124.0,243,0
308800,male,48,1,28.0,1,1-2 an,no,31451.0,26.0,74,0
